isin,name,type
AU000000NZC9,STK,"Nzuri Copper"
AU000000OEC2,STK,"Orbital"
AU000000OEL3,STK,"Otto Energy"
AU000000OGC7,STK,"OceanaGold"
AU000000OGX3,STK,"Orinoco Gold"
AU000000OKR7,STK,"Okapi Resources"
AU000000OKU1,STK,"Oklo Resources"
AU000000OLI4,STK,"Oliver's Real Food"
AU000000ORE0,STK,"Orocobre"
AU000000ORG5,STK,"Origin Energy"
AU000000ORI1,STK,"Orica"
AU000000ORM3,STK,"Orion Metals"
AU000000OZL8,STK,"Oz Minerals"
AU000000PAA1,STK,"PharmAust"
AU000000PAK0,STK,"Pacific American Holdings"
AU000000PAN4,STK,"Panoramic Resources"
AU000000PCL4,STK,"Pancontinental Oil & Gas"
AU000000PDN8,STK,"Paladin Energy"
AU000000PDZ2,STK,"Prairie Mining"
AU000000PEK2,STK,"Peak Resources"
AU000000PEN6,STK,"Peninsula Energy"
AU000000PEX5,STK,"Peel Mining"
AU000000PGM3,STK,"Platina Resources"
AU000000PGO9,STK,"Primary Gold"
AU000000PIO5,STK,"Pioneer Resources"
AU000000PLA8,STK,"Platinum Australia"
AU000000PLL5,STK,"Piedmont Lithium"
AU000000PLS0,STK,"Pilbara Minerals"
AU000000PMY6,STK,"Pacifico Minerals"
AU000000PNL1,STK,"Paringa Resources"
AU000000PNN7,STK,"Pepinnini Lithium"
AU000000PNR8,STK,"Pantoro"
AU000000PNX6,STK,"PNX Metals"
AU000000POD6,STK,"Podium Minerals"
AU000000POS4,STK,"Poseidon Nickel"
AU000000POW6,STK,"Stonehenge Metals"
AU000000PRU3,STK,"Perseus Mining"
AU000000PRW9,STK,"Proto Resources & Investments"
AU000000PSA3,STK,"Petsec Energy"
AU000000PSC9,STK,"Prospect Resources"
AU000000PSM8,STK,"Peninsula Mines"
AU000000PTR5,STK,"Petratherm"
AU000000PUR3,STK,"Pursuit Minerals"
AU000000PVA7,STK,"EyePoint Pharmaceuticals"
AU000000QAN2,STK,"Qantas Airways"
AU000000QIN5,STK,"Quintis"
AU000000QTM4,STK,"Quantum Health Group"
AU000000QUB5,STK,"Qube Holdings"
AU000000RAP5,STK,"ResApp Health"
AU000000REA9,STK,"REA Group"
AU000000RED3,STK,"Red 5"
AU000000RFG3,STK,"Retail Food Group"
AU000000RGI7,STK,"Roto-Gro International"
AU000000RHT2,STK,"Resonance Health"
AU000000RIO1,STK,"Rio Tinto"
AU000000RLC0,STK,"Reedy Lagoon"
AU000000RMP0,STK,"Red Emperor Resources"
AU000000RMS4,STK,"Ramelius Resources"
AU000000RMX4,STK,"Red Mountain Mining"
AU000000RNE2,STK,"ReNu Energy"
AU000000RNU8,STK,"Renascor Resources"
AU000000RRL8,STK,"Regis Resources"
AU000000RRS3,STK,"Range Resources"
AU000000RSG6,STK,"Resolute Mining"
AU000000RSH4,STK,"Respiri"
AU000000RVR7,STK,"Red River Resources"
AU000000RWC7,STK,"Reliance worldwide"
AU000000RXL6,STK,"Rox Resources"
AU000000RXM4,STK,"REX Minerals"
AU000000S320,STK,"South32"
AU000000SAR9,STK,"Saracen Mineral Holdings"
AU000000SAS7,STK,"Sky and Space Global"
AU000000SAU3,STK,"Southern Gold"
AU000000SBM8,STK,"St Barbara"
AU000000SDL6,STK,"Sundance Resources"
AU000000SDV5,STK,"SciDev"
AU000000SER1,STK,"Strategic Energy Resources"
AU000000SFR8,STK,"Sandfire Resources"
AU000000SFX6,STK,"Sheffield Resources"
AU000000SGM7,STK,"Sims Metal Management"
AU000000SGP0,STK,"Stockland Stapled Security"
AU000000SHD4,STK,"Sherwin Iron"
AU000000SHK9,STK,"Stone Resources Australia"
AU000000SHL7,STK,"Sonic Healthcare"
AU000000SI67,STK,"Six Sigma Metals"
AU000000SIH3,STK,"Sihayo Gold"
AU000000SIR2,STK,"Sirius Resources"
AU000000SKI7,STK,"Spark Infrastructure Group Stapled security"
AU000000SLR6,STK,"Silver Lake Resources"
AU000000SLX4,STK,"Silex Systems"
AU000000SMM5,STK,"Summit Resources"
AU000000SMN3,STK,"Structural Monitoring Systems"
AU000000SO44,STK,"Salt Lake Potash"
AU000000SPB1,STK,"South Pacific Resources"
AU000000SPL0,STK,"Starpharma Holdings"
AU000000SRI2,STK,"Sipa Resources"
AU000000SRX1,STK,"Sirtex Medical"
AU000000STM0,STK,"Sunstone Metals"
AU000000STO6,STK,"Santos"
AU000000SUM8,STK,"Sumatra Copper & Gold"
AU000000SVL8,STK,"Silver Mines"
AU000000SVM6,STK,"Sovereign Metals"
AU000000SWK8,STK,"Swick Mining Services"
AU000000SYA5,STK,"Sayona Mining"
AU000000SYD9,STK,"Sydney Airport Stapled Security"
AU000000SYR9,STK,"Syrah Resources"
AU000000TAM8,STK,"Tanami Gold"
AU000000TAR7,STK,"Taruga Minerals"
AU000000TAS5,STK,"Tasman Resources"
AU000000TAW7,STK,"Tawana Resources"
AU000000TBR5,STK,"Tribune Resources"
AU000000TCL6,STK,"Transurban Group Stapled Security"
AU000000TER9,STK,"TerraCom"
AU000000TGR4,STK,"Tassal Group"
AU000000TGS2,STK,"Tiger Resources"
AU000000THC4,STK,"THC Global Group"
AU000000THR2,STK,"Thor Mining"
AU000000TKM7,STK,"Trek Metals"
AU000000TLG7,STK,"Talga Resources"
AU000000TLS2,STK,"Telstra"
AU000000TLX2,STK,"Telix Pharmaceuticals"
AU000000TMT8,STK,"Technology Metal Australia"
AU000000TNG3,STK,"TNG"
AU000000TNO7,STK,"Vanadium Resources"
AU000000TNR0,STK,"Torian Resources"
AU000000TOE6,STK,"Toro Energy"
AU000000TON7,STK,"Triton Minerals"
AU000000TRO8,STK,"TriAusMin"
AU000000TRY7,STK,"Troy Resources"
AU000000TTT3,STK,"Titomic"
AU000000TWE9,STK,"Treasury Wine Estates"
AU000000TYX5,STK,"Tyranna Resources"
AU000000UML3,STK,"Unity Mining"
AU000000UNV0,STK,"Universal Coal"
AU000000UPD3,STK,"Updater"
AU000000UUV5,STK,"UUV Aquabotix"
AU000000UXC9,STK,"UXC"
AU000000VAL6,STK,"Valor Resources"
AU000000VEC7,STK,"Vector Resources"
AU000000VIV8,STK,"Vivid Technology"
AU000000VLS8,STK,"Vita Life Sciences"
AU000000VMC0,STK,"Venus Metals"
AU000000VMG1,STK,"VDM Group"
AU000000VML1,STK,"Vital Metals"
AU000000VMY4,STK,"Vimy Resources"
AU000000VRC9,STK,"Volt Resources"
AU000000VRL0,STK,"Village Roadshow"
AU000000VXR5,STK,"Venturex Resources"
AU000000WAF6,STK,"West African Resources"
AU000000WBC1,STK,"Westpac Banking"
AU000000WBT5,STK,"Weebit Nano"
AU000000WCN6,STK,"White Cliff Minerals"
AU000000WDR5,STK,"Western Desert Resources"
AU000000WEB7,STK,"Webjet"
AU000000WES1,STK,"Wesfarmers"
AU000000WGX6,STK,"Westgold Resources"
AU000000WKT6,STK,"Walkabout Resources"
AU000000WOR2,STK,"WorleyParsons"
AU000000WOW2,STK,"Woolworths Group"
AU000000WPL2,STK,"Woodside Petroleum"
AU000000WSA9,STK,"Western Areas"
AU000000WTC3,STK,"WiseTech Global"
AU000000XAM0,STK,"Xanadu Mines"
AU000000XPE5,STK,"Xped"
AU000000YOJ5,STK,"Yojee"
AU000000ZLD1,STK,"Zelda Therapeutics"
AU000000ZMI8,STK,"Zinc of Ireland"
AU0000010548,STK,"Purifloh"
AU0000012098,STK,"Element 25"
AU0000012494,STK,"Prodigy Gold"
AU0000018806,STK,"Elmore"
AU0000025231,STK,"Pensana Metals"
AU0000025975,STK,"Exore Resources"
AU0000028367,STK,"HeraMED"
AU0000028763,STK,"Pure Alumina"
AU0000028946,STK,"Ioneer"
AU0000030678,STK,"Coles Group"
AU0000031411,STK,"Gibb River Diamonds"
AU0000032187,STK,"A2B Australia"
AU0000032377,STK,"Bardoc Gold"
AU0000033102,STK,"King River Resources"
AU0000037616,STK,"Chase Mining"
AU0000038085,STK,"Cann Global"
AU0000047441,STK,"Avecho Biotechnology"
AU0000048001,STK,"AF Legal Group"
AU0000049033,STK,"AIC Mines"
AU0000049918,STK,"Mali Lithium"
AU0000050809,STK,"Young Australian Mines"
AU0000052060,STK,"Big River Gold"
AU0000053373,STK,"Horizon Minerals"
AU0000055410,STK,"Sagon Resources"
AU000XCLWAG2,BND,"Australien Staatsanleihe 4,50 % bis 04/33"
AU000XINEAB4,STK,"Harvest Minerals"
AU000XINEAC2,STK,"BOS Global Holdings"
AU000XINEOA7,STK,"Tronox Registered (A)"
AU3CB0198034,BND,"European Investment Bank Staatsnahe Anleihen 5,00 % bis 08/22"
BAT~EUR,CRYP,"Basic Attention Token (BAT) zu EUR"
BAT~USD,CRYP,"Basic Attention Token (BAT) zu USD"
BCH~EUR,CRYP,"Bitcoin Cash (BCH) zu EUR"
BCH~USD,CRYP,"Bitcoin Cash (BCH) zu USD"
BCN~USD,CRYP,"ByteCoin (BCN) zu USD"
BE0003470755,STK,"Solvay"
BE0003519270,STK,"Societe Commerciale de Brasserie Co.Br.Ha."
BE0003565737,STK,"KBC Groep"
BE0003573814,STK,"Ter Beke"
BE0003593044,STK,"Cofinimmo"
BE0003604155,STK,"Lotus Bakeries"
BE0003656676,STK,"Recticel"
BE0003696102,STK,"Accentis"
BE0003735496,STK,"ORANGE BELGIUM"
BE0003739530,STK,"UCB"
BE0003748622,STK,"IEP Invest"
BE0003755692,STK,"Agfa-Gevaert"
BE0003764785,STK,"Ackermans & Van Haaren"
BE0003790079,STK,"Barco"
BE0003797140,STK,"Groupe Bruxelles Lambert"
BE0003807246,STK,"Picanol"
BE0003818359,STK,"Galapagos"
BE0003822393,STK,"Elia System Operator"
BE0003836534,STK,"Crescent"
BE0003839561,STK,"Van de Velde"
BE0003851681,STK,"Aedifica"
BE0003858751,STK,"Jensen-Group"
BE0003864817,STK,"TiGenix"
BE0003870871,STK,"Banimmo"
BE0003874915,STK,"Fagron"
BE0003877942,STK,"Ablynx"
BE0003880979,STK,"Keyware Technologies"
BE0058651630,FND,"DPAM Inv B Equities World Sustainable A"
BE0129009966,FND,"KBC Eq Belgium thes"
BE0165385973,STK,"Melexis"
BE0170241062,FND,"KBC Eq Food & Personal Products thes"
BE0173086381,FND,"KBC Eq Strategic Telecom & Technology T"
BE0175479063,FND,"KBC Eco Fund Water thes"
BE0974256852,STK,"Etablissementen Franz Colruyt"
BE0974259880,STK,"SA D'Ieteren"
BE0974264930,STK,"ageas"
BE0974268972,STK,"Bpost NV van Publiek Recht"
BE0974271034,STK,"Viohalco"
BE0974274061,STK,"Kinepolis Group"
BE0974276082,STK,"Ontex Group"
BE0974289218,STK,"ASIT Biotech"
BE0974290224,STK,"Dexia"
BE0974293251,STK,"Anheuser-Busch InBev"
BE0974294267,STK,"Nyrstar"
BE0974310428,STK,"X-FAB Silicon Foundries"
BE0974320526,STK,"Umicore"
BMG0129K1045,STK,"Aircastle"
BMG0171K1018,STK,"Alibaba Health Information Technology"
BMG0171W1055,STK,"Alibaba Pictures Group"
BMG0403V2062,STK,"APAC Resources"
BMG053841059,STK,"Aspen Insurance Holdings"
BMG067231032,STK,"Avance Gas Holding"
BMG0692U1099,STK,"Axis Capital Holdings"
BMG0692U1172,STK,"Axis Capital Holdings 5.5 % Pfd (D)"
BMG069741020,STK,"Aurania Resources"
BMG070252017,STK,"Auris Medical Holding"
BMG0750C1082,STK,"Axalta Coating Systems"
BMG0750W2037,STK,"Axovant Gene Therapies"
BMG0772R2087,STK,"Bank of N T Butterfield & Son"
BMG0957L1090,STK,"Beijing Enterprises Water Group"
BMG110261044,STK,"Billing Services Group"
BMG113251000,STK,"Biosensors International Group"
BMG1154H1079,STK,"Belmond Registered (A)"
BMG1190F1077,STK,"Blue Capital Reinsurance Holdings"
BMG1223L1054,STK,"BOE Varitronix"
BMG1368B1028,STK,"Brilliance China Automotive Holdings"
BMG162521014,STK,"Brookfield Infrastructure Partners"
BMG162581083,STK,"Brookfield Renewable Partners"
BMG169621056,STK,"Bunge"
BMG173841013,STK,"BW LPG"
BMG1738J1247,STK,"BW Offshore"
BMG1744V1037,STK,"Cafe de Coral Holdings"
BMG1932V2045,STK,"CASH Financial Services Group"
BMG200452024,STK,"Central European Media Enterprises (A)"
BMG2007W1010,STK,"Celestial Asia Securities Holdings"
BMG208741063,STK,"Chen Hsong Holdings"
BMG2107P1059,STK,"China Health Group"
BMG210821051,STK,"China Yuchai International"
BMG210901242,STK,"China Water Affairs Group"
BMG2109G1033,STK,"China Gas Holdings"
BMG2112K1255,STK,"IR Resources"
BMG211591018,STK,"China Yurun Food Group"
BMG2115V1101,STK,"Chinese Strategic Holdings"
BMG2116Y1057,STK,"China Everbright Water"
BMG2117G1033,STK,"China Dynamics (Holdings)"
BMG2117K1045,STK,"China Oceanwide Holdings"
BMG2122W1010,STK,"Chuang's China Investments"
BMG2133H1016,STK,"China Medical & HealthCare Group"
BMG2154F1095,STK,"China Foods"
BMG2154Z1059,STK,"China Fortune Holdings"
BMG2159Z2094,STK,"China Yuanbang Property Holdings"
BMG2161E1113,STK,"China Singyes Solar Technologies Holdings"
BMG2239B1239,STK,"Coastal Greenland"
BMG2294C1073,STK,"Clear TV"
BMG2442N1048,STK,"COSCO SHIPPING Ports"
BMG253431073,STK,"Cosan Registered (A)"
BMG2624N1535,STK,"Dairy Farm International Holdings (Bermudas)"
BMG2759B1072,STK,"Digital China Holdings"
BMG291951314,STK,"Ecometals"
BMG3036C2239,STK,"Emperor International Holdings"
BMG3075P1014,STK,"Enstar Group"
BMG3122U1457,STK,"Esprit Holdings"
BMG313751015,STK,"Emperor Capital Group"
BMG313891027,STK,"Emperor Entertainment Hotel"
BMG3156P1032,FND,"ASA Gold and Precious Metals Limited"
BMG319201049,STK,"Griffin Mining"
BMG3198U1027,STK,"Essent Group"
BMG3223R1088,STK,"Everest Re Group"
BMG3361N1258,STK,"FDG Electric Vehicles"
BMG3654D1074,STK,"Founder Holdings"
BMG3682E1921,STK,"Frontline"
BMG3922B1072,STK,"Genpact"
BMG3939X1002,STK,"Glorious Sun Enterprises"
BMG3958B1046,STK,"Golden Resources Development International"
BMG396372051,STK,"Golden Ocean Group"
BMG3978C1249,STK,"GOME Retail Holdings"
BMG4032A1045,STK,"Golden Ocean"
BMG4069C1486,STK,"Great Eagle Holdings"
BMG4209G2077,STK,"Gulf Keystone Petroleum"
BMG423131256,STK,"Haier Electronics Group"
BMG4288J1062,STK,"Hanergy Thin Film Power Group"
BMG4403P1106,STK,"Heng Xin China Holdings"
BMG4511M1082,STK,"Hermitage Offshore Services"
BMG4587L1090,STK,"Hongkong Land Holdings"
BMG4600H1016,STK,"Hopson Development Holdings"
BMG4639H1227,STK,"Huabao International Holdings"
BMG4758V1000,STK,"Independent Tankers"
BMG476M11089,STK,"Indico Resources"
BMG491BT1088,STK,"Invesco"
BMG507361001,STK,"Jardine Matheson Holdings"
BMG507641022,STK,"Jardine Strategic Holdings (Bermudas)"
BMG5210S1061,STK,"Joy City Property"
BMG5215H1051,STK,"Karrie International Holdings"
BMG524401079,STK,"Kerry Properties"
BMG5307C1055,STK,"Kofax"
BMG5320C1082,STK,"Kunlun Energy Company"
BMG5361W1047,STK,"Lancashire Holdings"
BMG540501027,STK,"Lazard Registered (A)"
BMG5485F1692,STK,"Li & Fung"
BMG5695X1258,STK,"Luk Fook Holdings (International)"
BMG570071099,STK,"Luye Pharma Group"
BMG5800U1071,STK,"Man Wah Holdings"
BMG5876H1051,STK,"Marvell Technology Group"
BMG5960C1111,STK,"Media Asia Group Holdings"
BMG6260K1348,STK,"Mongolia Energy"
BMG6331P1041,STK,"Alpha & Omega Semiconductor"
BMG6359F1032,STK,"Nabors Industries"
BMG637AM1024,STK,"Myovant Sciences"
BMG6389N1002,STK,"Nan Hai"
BMG6469T1009,STK,"NewOcean Energy Holdings"
BMG653181005,STK,"Nine Dragons Paper (Holdings)"
BMG6542T1505,STK,"Noble Group"
BMG657731060,STK,"Nordic American Tankers"
BMG6613P1297,STK,"North Atlantic Drilling"
BMG664301360,STK,"North Asia Strategic Hldgs"
BMG667211046,STK,"Norwegian Cruise Line Holdings"
BMG677491539,STK,"Orient Overseas (International)"
BMG6901M1010,STK,"Giordano International"
BMG702781094,STK,"Petra Diamonds"
BMG709641044,STK,"Pine Technology Holdings"
BMG7147S1008,STK,"Playmates Toys"
BMG7183G1015,STK,"Portico International Holdings"
BMG7283A1036,STK,"Proview Intl"
BMG7300G1096,STK,"Purecircle"
BMG7496G1033,STK,"RenaissanceRe Holdings"
BMG7567C1064,STK,"Richland Resources"
BMG7568A1099,STK,"Richly Field China Development"
BMG7945E1057,STK,"Seadrill Limited (Old)"
BMG7998G1069,STK,"Seadrill Limited (New)"
BMG8063F1068,STK,"Shangri-La Asia"
BMG810751062,STK,"Ship Finance International"
BMG812761002,STK,"Signet Jewelers"
BMG8162K1137,STK,"Sihuan Pharmaceutical Holdings Group"
BMG8165U1009,STK,"Sinopec Kantons Holdings"
BMG8181C1001,STK,"Skyworth Group"
BMG8252G2207,STK,"Solartech International Holdings"
BMG850801025,STK,"Stolt-Nielsen"
BMG864081044,STK,"Sylvania Platinum"
BMG8770Z1068,STK,"Texwinca Holdings"
BMG887252085,STK,"Tianbao Holdings"
BMG8979V1046,STK,"Town Health International Medical Group"
BMG9074C1082,STK,"Tristate Holdings"
BMG9078F1077,STK,"Triton International Registered (A)"
BMG9108L1081,STK,"Tsakos Energy Navigation"
BMG9349W1038,STK,"VEON"
BMG9430N1039,STK,"Wanda Hotel Development"
BMG9456A1009,STK,"Golar LNG"
BMG9618E1075,STK,"White Mountains Insurance Group"
BMG9880L1028,STK,"Yuexiu Transport Infrastructure"
BNB~ETH,CRYP,"Binance Coin (BNB) zu Ethereum (ETH)"
BNB~USD,CRYP,"Binance Coin (BNB) zu USD"
BRBBDCACNPR8,STK,"Banco Bradesco"
BRCMIGACNPR3,STK,"Companhia Energetica de Minas Gerais"
BRELETACNOR6,STK,"Centrais Eletricas Brasileiras SA-Eletrobras"
BRGGBRACNPR8,STK,"Gerdau Pfd"
BRPETRACNOR9,STK,"Petroleo Brasileiro - Petrobras"
BRPETRACNPR6,STK,"Petroleo Brasileiro - Petrobras Pfd"
BRUSIMACNPA6,STK,"Usinas Siderurgicas de Minas Gerais SA-Usiminas Pfd Registered (A)"
BRVALEACNOR0,STK,"Vale"
BRVALEACNPA3,STK,"Vale Pfd Registered (A)"
BS0014301076,STK,"AIS Resources"
BS7317282002,STK,"Polydex Pharmaceuticals"
BSV~EUR,CRYP,"Bitcoin SV (BSV) zu EUR"
BTCP~USD,CRYP,"Bitcoin Private (BTCP) zu USD"
BTC~CAD,CRYP,"Bitcoin (BTC) zu CAD"
BTC~ETH,CRYP,"Bitcoin (BTC) zu Ethereum (ETH)"
BTC~EUR,CRYP,"Bitcoin (BTC) zu EUR"
BTC~USD,CRYP,"Bitcoin"
BTS~BTC,CRYP,"Bitshares (BTS) zu Bitcoin (BTC)"
BTS~EUR,CRYP,"Bitshares (BTS) zu EUR"
BTS~USD,CRYP,"Bitshares (BTS) zu USD"
CA00149L1058,STK,"AJN Resources"
CA00165J1093,STK,"ALX Uranium"
CA00176G1028,STK,"AMP German Cannabis Group"
CA0019401052,STK,"ATS Automation Tooling Systems"
CA00208D4084,STK,"ARC Resources"
CA0025555065,STK,"Abacus Mining & Exploration"
CA00258G1037,STK,"Abattis Bioceuticals"
CA00288E3005,STK,"Abcourt Mines (B)"
CA00289T3064,STK,"Aben Resources"
CA0030691012,STK,"Aberdeen International"
CA0037931064,STK,"AbraPlata Resource"
CA00400M2067,STK,"Abzu Gold"
CA00401G1090,STK,"Academy Metals"
CA0042692057,STK,"Acadian Mng"
CA00433V1085,STK,"Acceleware"
CA00489Y4022,STK,"Acreage Holdings"
CA00547Y1051,STK,"Adamera Minerals"
CA00653D1015,STK,"Added Capital"
CA0074422050,STK,"Advance Gold"
CA0076282098,STK,"Advanced Proteome Therapeutics Corporation"
CA00762V1094,STK,"Aecon Group"
CA0076361033,STK,"Aequus Pharmaceuticals"
CA00763G1019,STK,"Advectus Life Sciences"
CA00765C1086,STK,"Advanced explorations"
CA00766R1047,STK,"Adventure Gold"
CA00775L1067,STK,"Advantagewon Oil"
CA00775M1041,STK,"Advanz Pharma"
CA00782P1080,STK,"Advantage Lithium"
CA00791E1025,STK,"Adventus Mining Corporation"
CA0079754028,STK,"AEterna Zentaris"
CA00827Y1060,STK,"Affinity Metals"
CA0082872031,STK,"African Metals"
CA00829A6016,STK,"African Gold Group"
CA00829Q1019,STK,"Africa Oil"
CA00830Q1081,STK,"Affinor Growers"
CA00830W1059,STK,"Africa Energy"
CA0084741085,STK,"Agnico Eagle Mines"
CA00851F1062,STK,"AgraFlora Organics International"
CA00856K1003,STK,"Agrios Global Holdings"
CA0089118776,STK,"Air Canada"
CA0089161081,STK,"Agrium"
CA00900Q1037,STK,"Aimia"
CA0102931080,STK,"Alabama Graphite"
CA0106791084,STK,"Alacer Gold"
CA0115271086,STK,"Alamos Gold"
CA0115321089,STK,"Alamos Gold Registered (A)"
CA01163Q4007,STK,"Alaris Royalty"
CA0120271089,STK,"Alba Minerals"
CA01408J1049,STK,"Aldebaran Resources"
CA0143421091,STK,"Alder Resources Vtg"
CA01434T1003,STK,"Alderon Iron Ore"
CA01438U4000,STK,"Aldever Resources"
CA0144301029,STK,"Aldridge Minerals"
CA01444Q1046,STK,"Aleafia Health"
CA0151001009,STK,"Alexandria Minerals"
CA01535P1062,STK,"Alexco Resource"
CA01559R1038,STK,"Algernon Pharmaceuticals Registered (A)"
CA0158571053,STK,"Algonquin Power & Utilities"
CA0160951012,STK,"Alianza Minerals"
CA01626P4033,STK,"Alimentation Couche-Tard Subord.Vtg.(B)"
CA01627X1087,STK,"Alio Gold"
CA0167351026,STK,"Allana Potash"
CA01750B1058,STK,"Allegiant Gold"
CA01861C1095,STK,"Alliance Growers"
CA0202833053,STK,"Almaden Minerals"
CA02028L1076,STK,"Almadex Minerals"
CA0203981034,STK,"Almonty Industries"
CA02053E1016,STK,"Aloro Mining"
CA02075W1059,STK,"Alpha Lithium Corporation"
CA0209361009,STK,"Altius Minerals Corporation"
CA0213611001,STK,"AltaGas"
CA02137W2004,STK,"Altair Resources"
CA02139L1031,STK,"Altamira Gold"
CA02143B1094,STK,"Altan Rio Minerals"
CA02148X2059,STK,"Altima Resources"
CA02153D2014,STK,"Alterra Power"
CA0215502075,STK,"Alto Ventures"
CA02156R1082,STK,"Altiplano Metals Inc."
CA02255Q1000,STK,"Alvopetro Energy"
CA0229121094,STK,"Amarc Resources"
CA02301T1084,STK,"Amarillo Gold"
CA02452K1049,STK,"American Battery Metals"
CA0252881010,STK,"American Creek Resources"
CA0253081073,STK,"American CuMo Mining"
CA02650G2027,STK,"American Helium"
CA0272592092,STK,"American Lithium"
CA02735A1057,STK,"American Manganese"
CA0287911014,STK,"American Pacific Mining"
CA03062D1006,STK,"Americas Gold and Silver Corporation"
CA03074G1090,STK,"Amerigo Resources"
CA03114B1022,STK,"Amex Exploration"
CA03240P2070,STK,"Anaconda Mining"
CA03268Y1060,STK,"AnalytixInsight"
CA03463E2024,STK,"Angel Gold"
CA03464C1068,STK,"Anfield Energy"
CA03675D1096,STK,"Anterra Energy (A)"
CA0370251039,STK,"Antibe Therapeutics"
CA03765K1049,STK,"Aphria"
CA03765Q1019,STK,"Apex Resources"
CA03783B1022,STK,"Appia Energy"
CA03835T2002,STK,"Aptose Biosciences"
CA03836P1080,STK,"Apteryx Imaging"
CA03841G1019,STK,"Aquila Resources"
CA03852X1006,STK,"Aralez Pharmaceuticals"
CA03879J1003,STK,"Arbutus Biopharma"
CA03922T1057,STK,"Arcadia Worldwide"
CA0396054078,STK,"Arco Resources"
CA03967T2002,STK,"Arctic Star Exploration"
CA0400451062,STK,"Arena Minerals"
CA04014D2068,STK,"Argentum Silver"
CA04014T1021,STK,"Argex Titanium"
CA04016A1012,STK,"Argonaut Gold"
CA04016E2024,STK,"Argentina Lithium & Energy"
CA04017H1055,STK,"AREV Brands International"
CA0403282050,STK,"ARHT Media"
CA04035D1024,STK,"Arianne Phosphate"
CA04036A1075,STK,"Arian Resources"
CA0405211065,STK,"Arizona Mining"
CA0405821087,STK,"Arizona Silver Exploration"
CA04268T1057,STK,"Aroway Energy"
CA04271B3074,STK,"ArPetrol"
CA04281R2019,STK,"Arrowstar Resources"
CA04287U4063,STK,"Arsenal Energy"
CA04341X1078,STK,"Asante Gold Corporation"
CA04341Y1051,STK,"Asanko Gold"
CA0435041094,STK,"Ascendant Resources"
CA04364G1063,STK,"Ascot Resources"
CA04375E1088,STK,"Ashanti Gold"
CA0451732006,STK,"Asian Mineral Resources"
CA04521E4085,STK,"AsiaBaseMetals"
CA04624P1027,STK,"Aston Bay Holdings"
CA0462962089,STK,"Astorius Resources"
CA0464911068,STK,"Atac Resources"
CA04650Q1072,STK,"Atacama Pacific Gold"
CA0467894006,STK,"Atco Registered (I)"
CA04681A1057,STK,"ATEX Resources"
CA04682R1073,STK,"Athabasca Oil"
CA04748H2000,STK,"ATHLONE ENERGY LTD"
CA0475591099,STK,"Atico Mining"
CA04789U2011,STK,"Atlanta Gold"
CA04854Q1019,STK,"Atlantic Gold"
CA04878Q8636,STK,"Atlantic Power"
CA04920D1006,STK,"Atlas Blockchain Group"
CA04964G1000,STK,"Atrium Mortgage Investment"
CA0496AP1036,STK,"Aton Resources"
CA05153A1012,STK,"AurCrest Gold"
CA05153Y1097,STK,"Aura Resources"
CA05154H1055,STK,"Aura Health"
CA05155C1059,STK,"AuRico Gold"
CA05156F1071,STK,"Aurion Resources"
CA05156V1022,STK,"Aurinia Pharmaceuticals"
CA05156X1087,STK,"Aurora Cannabis"
CA05157A1075,STK,"Auro Res"
CA05157J1084,STK,"AuRico Metals"
CA0519188035,STK,"Aurcana Corporation"
CA05207J1084,STK,"Aurora Solar Technologies"
CA05208W1086,STK,"Auryn Resources"
CA05334L1094,STK,"Auxico Resources Canada"
CA05335P1099,STK,"Auxly Cannabis Group"
CA05337L1067,STK,"Avalon Advanced Materials"
CA05351M2040,STK,"Avarone Metals"
CA05369Q1063,STK,"Avigilon"
CA0539061030,STK,"Avino Silver & Gold Mines"
CA05453A1084,STK,"Avrupa Minerals"
CA05461V2012,STK,"Axmin"
CA05476W1032,STK,"Azabache Energy"
CA05477Y1088,STK,"Azarga Uranium Registered (A)"
CA05478A1093,STK,"Azarga Metals"
CA05478T1084,STK,"Azincourt Energy"
CA05534B7604,STK,"BCE"
CA05543Q1054,STK,"BC Moly"
CA05570P1036,STK,"BNK Petroleum"
CA05575X1015,ETF,"BMO US Div"
CA05634Q1054,STK,"Bacanora Minerals"
CA0585861085,STK,"Ballard Power Systems"
CA05874M1032,STK,"Balmoral Resources"
CA0636711016,STK,"Bank of Montreal"
CA0641491075,STK,"Bank of Nova Scotia"
CA06612P1018,STK,"Bankers Cobalt"
CA0662863038,STK,"Bankers Petroleum"
CA0668008067,STK,"Banro Corporation"
CA0676421088,STK,"Barkerville Gold Mines"
CA06766C2031,STK,"Barksdale Capital"
CA0679011084,STK,"Barrick Gold Corporation"
CA06851X1042,STK,"Barrian Mining Registered (A)"
CA0688921083,STK,"Barsele Minerals"
CA0704902067,STK,"BacTech Environmental"
CA0705051021,STK,"Batero Gold"
CA0717341071,STK,"Bausch Health Companies"
CA07278W1095,STK,"Bayhorse Silver"
CA0728191051,STK,"Baylin Technologies"
CA07380N1042,STK,"Bear Creek Mining"
CA07381Q2053,STK,"BEAR LAKE GOLD LTD."
CA0738951049,STK,"Bearing Lithium"
CA0738981087,STK,"Bearing Lithium"
CA0743271078,STK,"Beaufield Resources"
CA0765881028,STK,"Bee Vectoring Technologies International"
CA0775611084,STK,"Beleave"
